ref_date,geo,fuel_type,vehicle_type,number_of_vehicles,year,month
2023-10-01,ON,Hybrid Electric,Multi-purpose vehicles,11899,2023,10
2023-10-01,ON,Hybrid Electric,Vans,759,2023,10
2023-10-01,ON,Other,"Total, vehicle type",0,2023,10
2023-10-01,ON,Other,Passenger cars,0,2023,10
2023-10-01,ON,Other,Pickup trucks,0,2023,10
2023-10-01,ON,Other,Multi-purpose vehicles,0,2023,10
2023-10-01,ON,Other,Vans,0,2023,10
2023-10-01,MB,All fuel types,"Total, vehicle type",10471,2023,10
2023-10-01,MB,All fuel types,Passenger cars,897,2023,10
2023-10-01,MB,All fuel types,Pickup trucks,2974,2023,10
2023-10-01,MB,All fuel types,Multi-purpose vehicles,6260,2023,10
2023-10-01,MB,All fuel types,Vans,340,2023,10
2023-10-01,MB,Gas,"Total, vehicle type",8815,2023,10
2023-10-01,MB,Gas,Passenger cars,769,2023,10
2023-10-01,MB,Gas,Pickup trucks,2485,2023,10
2023-10-01,MB,Gas,Multi-purpose vehicles,5269,2023,10
2023-10-01,MB,Gas,Vans,292,2023,10
2023-10-01,MB,Diesel,"Total, vehicle type",462,2023,10
2023-10-01,MB,Diesel,Passenger cars,0,2023,10
2023-10-01,MB,Diesel,Pickup trucks,412,2023,10
2023-10-01,MB,Diesel,Multi-purpose vehicles,38,2023,10
2023-10-01,MB,Diesel,Vans,12,2023,10
2023-10-01,MB,All zero-emission vehicles,"Total, vehicle type",376,2023,10
2023-10-01,MB,All zero-emission vehicles,Passenger cars,34,2023,10
2023-10-01,MB,All zero-emission vehicles,Pickup trucks,26,2023,10
2023-10-01,MB,All zero-emission vehicles,Multi-purpose vehicles,313,2023,10
2023-10-01,MB,All zero-emission vehicles,Vans,3,2023,10
2023-10-01,MB,Electric,"Total, vehicle type",220,2023,10
2023-10-01,MB,Electric,Passenger cars,29,2023,10
2023-10-01,MB,Electric,Pickup trucks,26,2023,10
2023-10-01,MB,Electric,Multi-purpose vehicles,163,2023,10
2023-10-01,MB,Electric,Vans,2,2023,10
2023-10-01,MB,Hybrid Electric,"Total, vehicle type",156,2023,10
2023-10-01,MB,Hybrid Electric,Passenger cars,5,2023,10
2023-10-01,MB,Hybrid Electric,Pickup trucks,0,2023,10
2023-10-01,MB,Hybrid Electric,Multi-purpose vehicles,150,2023,10
2023-10-01,MB,Hybrid Electric,Vans,1,2023,10
2023-10-01,MB,Hybrid Electric,"Total, vehicle type",818,2023,10
2023-10-01,MB,Hybrid Electric,Passenger cars,94,2023,10
2023-10-01,MB,Hybrid Electric,Pickup trucks,51,2023,10
2023-10-01,MB,Hybrid Electric,Multi-purpose vehicles,640,2023,10
2023-10-01,MB,Hybrid Electric,Vans,33,2023,10
2023-10-01,MB,Other,"Total, vehicle type",0,2023,10
2023-10-01,MB,Other,Passenger cars,0,2023,10
2023-10-01,MB,Other,Pickup trucks,0,2023,10
2023-10-01,MB,Other,Multi-purpose vehicles,0,2023,10
2023-10-01,MB,Other,Vans,0,2023,10
2023-10-01,SAS,All fuel types,"Total, vehicle type",12275,2023,10
2023-10-01,SAS,All fuel types,Passenger cars,672,2023,10
2023-10-01,SAS,All fuel types,Pickup trucks,4694,2023,10
2023-10-01,SAS,All fuel types,Multi-purpose vehicles,6621,2023,10
2023-10-01,SAS,All fuel types,Vans,288,2023,10
2023-10-01,SAS,Gas,"Total, vehicle type",10058,2023,10
2023-10-01,SAS,Gas,Passenger cars,595,2023,10
2023-10-01,SAS,Gas,Pickup trucks,3430,2023,10
2023-10-01,SAS,Gas,Multi-purpose vehicles,5784,2023,10
2023-10-01,SAS,Gas,Vans,249,2023,10
2023-10-01,SAS,Diesel,"Total, vehicle type",1283,2023,10
2023-10-01,SAS,Diesel,Passenger cars,0,2023,10
2023-10-01,SAS,Diesel,Pickup trucks,1169,2023,10
2023-10-01,SAS,Diesel,Multi-purpose vehicles,109,2023,10
2023-10-01,SAS,Diesel,Vans,5,2023,10
2023-10-01,SAS,All zero-emission vehicles,"Total, vehicle type",258,2023,10
2023-10-01,SAS,All zero-emission vehicles,Passenger cars,25,2023,10
2023-10-01,SAS,All zero-emission vehicles,Pickup trucks,17,2023,10
2023-10-01,SAS,All zero-emission vehicles,Multi-purpose vehicles,213,2023,10
2023-10-01,SAS,All zero-emission vehicles,Vans,3,2023,10
2023-10-01,SAS,Electric,"Total, vehicle type",132,2023,10
2023-10-01,SAS,Electric,Passenger cars,23,2023,10
2023-10-01,SAS,Electric,Pickup trucks,17,2023,10
2023-10-01,SAS,Electric,Multi-purpose vehicles,89,2023,10
2023-10-01,SAS,Electric,Vans,3,2023,10
2023-10-01,SAS,Hybrid Electric,"Total, vehicle type",126,2023,10
2023-10-01,SAS,Hybrid Electric,Passenger cars,2,2023,10
2023-10-01,SAS,Hybrid Electric,Pickup trucks,0,2023,10
2023-10-01,SAS,Hybrid Electric,Multi-purpose vehicles,124,2023,10
2023-10-01,SAS,Hybrid Electric,Vans,0,2023,10
2023-10-01,SAS,Hybrid Electric,"Total, vehicle type",676,2023,10
2023-10-01,SAS,Hybrid Electric,Passenger cars,52,2023,10
2023-10-01,SAS,Hybrid Electric,Pickup trucks,78,2023,10
2023-10-01,SAS,Hybrid Electric,Multi-purpose vehicles,515,2023,10
2023-10-01,SAS,Hybrid Electric,Vans,31,2023,10
2023-10-01,SAS,Other,"Total, vehicle type",0,2023,10
2023-10-01,SAS,Other,Passenger cars,0,2023,10
2023-10-01,SAS,Other,Pickup trucks,0,2023,10
2023-10-01,SAS,Other,Multi-purpose vehicles,0,2023,10
2023-10-01,SAS,Other,Vans,0,2023,10
2023-10-01,BC,All fuel types,"Total, vehicle type",50169,2023,10
2023-10-01,BC,All fuel types,Passenger cars,6788,2023,10
2023-10-01,BC,All fuel types,Pickup trucks,10581,2023,10
2023-10-01,BC,All fuel types,Multi-purpose vehicles,31160,2023,10
2023-10-01,BC,All fuel types,Vans,1640,2023,10
2023-10-01,BC,Gas,"Total, vehicle type",31308,2023,10
2023-10-01,BC,Gas,Passenger cars,4278,2023,10
2023-10-01,BC,Gas,Pickup trucks,7559,2023,10
2023-10-01,BC,Gas,Multi-purpose vehicles,18411,2023,10
2023-10-01,BC,Gas,Vans,1060,2023,10
2023-10-01,BC,Diesel,"Total, vehicle type",2632,2023,10
2023-10-01,BC,Diesel,Passenger cars,0,2023,10
2023-10-01,BC,Diesel,Pickup trucks,2227,2023,10
2023-10-01,BC,Diesel,Multi-purpose vehicles,172,2023,10
2023-10-01,BC,Diesel,Vans,233,2023,10
2023-10-01,BC,All zero-emission vehicles,"Total, vehicle type",11028,2023,10
2023-10-01,BC,All zero-emission vehicles,Passenger cars,1614,2023,10
2023-10-01,BC,All zero-emission vehicles,Pickup trucks,404,2023,10
2023-10-01,BC,All zero-emission vehicles,Multi-purpose vehicles,8931,2023,10
2023-10-01,BC,All zero-emission vehicles,Vans,79,2023,10
2023-10-01,BC,Electric,"Total, vehicle type",9054,2023,10
2023-10-01,BC,Electric,Passenger cars,1482,2023,10
2023-10-01,BC,Electric,Pickup trucks,404,2023,10
2023-10-01,BC,Electric,Multi-purpose vehicles,7125,2023,10
2023-10-01,BC,Electric,Vans,43,2023,10
2023-10-01,BC,Hybrid Electric,"Total, vehicle type",1974,2023,10
2023-10-01,BC,Hybrid Electric,Passenger cars,132,2023,10
2023-10-01,BC,Hybrid Electric,Pickup trucks,0,2023,10
2023-10-01,BC,Hybrid Electric,Multi-purpose vehicles,1806,2023,10
2023-10-01,BC,Hybrid Electric,Vans,36,2023,10
2023-10-01,BC,Hybrid Electric,"Total, vehicle type",5199,2023,10
2023-10-01,BC,Hybrid Electric,Passenger cars,894,2023,10
2023-10-01,BC,Hybrid Electric,Pickup trucks,391,2023,10
2023-10-01,BC,Hybrid Electric,Multi-purpose vehicles,3646,2023,10
2023-10-01,BC,Hybrid Electric,Vans,268,2023,10
2023-10-01,BC,Other,"Total, vehicle type",2,2023,10
2023-10-01,BC,Other,Passenger cars,2,2023,10
2023-10-01,BC,Other,Pickup trucks,0,2023,10
2023-10-01,BC,Other,Multi-purpose vehicles,0,2023,10
2023-10-01,BC,Other,Vans,0,2023,10
2024-01-01,CAN,All fuel types,"Total, vehicle type",414876,2024,1
2024-01-01,CAN,All fuel types,Passenger cars,56646,2024,1
2024-01-01,CAN,All fuel types,Pickup trucks,79959,2024,1
2024-01-01,CAN,All fuel types,Multi-purpose vehicles,264325,2024,1
2024-01-01,CAN,All fuel types,Vans,13946,2024,1
2024-01-01,CAN,Gas,"Total, vehicle type",313551,2024,1
2024-01-01,CAN,Gas,Passenger cars,44197,2024,1
2024-01-01,CAN,Gas,Pickup trucks,59609,2024,1
2024-01-01,CAN,Gas,Multi-purpose vehicles,199635,2024,1
2024-01-01,CAN,Gas,Vans,10110,2024,1
2024-01-01,CAN,Diesel,"Total, vehicle type",17979,2024,1
2024-01-01,CAN,Diesel,Passenger cars,0,2024,1
2024-01-01,CAN,Diesel,Pickup trucks,15698,2024,1
2024-01-01,CAN,Diesel,Multi-purpose vehicles,1256,2024,1
2024-01-01,CAN,Diesel,Vans,1025,2024,1
2024-01-01,CAN,All zero-emission vehicles,"Total, vehicle type",48411,2024,1
2024-01-01,CAN,All zero-emission vehicles,Passenger cars,7396,2024,1
2024-01-01,CAN,All zero-emission vehicles,Pickup trucks,1628,2024,1
2024-01-01,CAN,All zero-emission vehicles,Multi-purpose vehicles,38925,2024,1
2024-01-01,CAN,All zero-emission vehicles,Vans,462,2024,1
2024-01-01,CAN,Electric,"Total, vehicle type",35771,2024,1
2024-01-01,CAN,Electric,Passenger cars,5710,2024,1
2024-01-01,CAN,Electric,Pickup trucks,1628,2024,1
2024-01-01,CAN,Electric,Multi-purpose vehicles,28162,2024,1
2024-01-01,CAN,Electric,Vans,271,2024,1
2024-01-01,CAN,Hybrid Electric,"Total, vehicle type",12640,2024,1
2024-01-01,CAN,Hybrid Electric,Passenger cars,1686,2024,1
2024-01-01,CAN,Hybrid Electric,Pickup trucks,0,2024,1
2024-01-01,CAN,Hybrid Electric,Multi-purpose vehicles,10763,2024,1
2024-01-01,CAN,Hybrid Electric,Vans,191,2024,1
2024-01-01,CAN,Hybrid Electric,"Total, vehicle type",34933,2024,1
2024-01-01,CAN,Hybrid Electric,Passenger cars,5051,2024,1
2024-01-01,CAN,Hybrid Electric,Pickup trucks,3024,2024,1
2024-01-01,CAN,Hybrid Electric,Multi-purpose vehicles,24509,2024,1
2024-01-01,CAN,Hybrid Electric,Vans,2349,2024,1
2024-01-01,CAN,Other,"Total, vehicle type",2,2024,1
2024-01-01,CAN,Other,Passenger cars,2,2024,1
2024-01-01,CAN,Other,Pickup trucks,0,2024,1
2024-01-01,CAN,Other,Multi-purpose vehicles,0,2024,1
2024-01-01,CAN,Other,Vans,0,2024,1
2024-01-01,PEI,All fuel types,"Total, vehicle type",1358,2024,1
2024-01-01,PEI,All fuel types,Passenger cars,163,2024,1
2024-01-01,PEI,All fuel types,Pickup trucks,351,2024,1
2024-01-01,PEI,All fuel types,Multi-purpose vehicles,809,2024,1
2024-01-01,PEI,All fuel types,Vans,35,2024,1
2024-01-01,PEI,Gas,"Total, vehicle type",1056,2024,1
2024-01-01,PEI,Gas,Passenger cars,121,2024,1
2024-01-01,PEI,Gas,Pickup trucks,255,2024,1
2024-01-01,PEI,Gas,Multi-purpose vehicles,654,2024,1
2024-01-01,PEI,Gas,Vans,26,2024,1
2024-01-01,PEI,Diesel,"Total, vehicle type",79,2024,1
2024-01-01,PEI,Diesel,Passenger cars,0,2024,1
2024-01-01,PEI,Diesel,Pickup trucks,72,2024,1
2024-01-01,PEI,Diesel,Multi-purpose vehicles,7,2024,1
2024-01-01,PEI,Diesel,Vans,0,2024,1
2024-01-01,PEI,All zero-emission vehicles,"Total, vehicle type",108,2024,1
2024-01-01,PEI,All zero-emission vehicles,Passenger cars,15,2024,1
2024-01-01,PEI,All zero-emission vehicles,Pickup trucks,5,2024,1
2024-01-01,PEI,All zero-emission vehicles,Multi-purpose vehicles,85,2024,1
2024-01-01,PEI,All zero-emission vehicles,Vans,3,2024,1
2024-01-01,PEI,Electric,"Total, vehicle type",50,2024,1
2024-01-01,PEI,Electric,Passenger cars,10,2024,1
2024-01-01,PEI,Electric,Pickup trucks,5,2024,1
2024-01-01,PEI,Electric,Multi-purpose vehicles,34,2024,1
2024-01-01,PEI,Electric,Vans,1,2024,1
2024-01-01,PEI,Hybrid Electric,"Total, vehicle type",58,2024,1
2024-01-01,PEI,Hybrid Electric,Passenger cars,5,2024,1
2024-01-01,PEI,Hybrid Electric,Pickup trucks,0,2024,1
2024-01-01,PEI,Hybrid Electric,Multi-purpose vehicles,51,2024,1
2024-01-01,PEI,Hybrid Electric,Vans,2,2024,1
2024-01-01,PEI,Hybrid Electric,"Total, vehicle type",115,2024,1
2024-01-01,PEI,Hybrid Electric,Passenger cars,27,2024,1
2024-01-01,PEI,Hybrid Electric,Pickup trucks,19,2024,1
2024-01-01,PEI,Hybrid Electric,Multi-purpose vehicles,63,2024,1
2024-01-01,PEI,Hybrid Electric,Vans,6,2024,1
2024-01-01,PEI,Other,"Total, vehicle type",0,2024,1
2024-01-01,PEI,Other,Passenger cars,0,2024,1
2024-01-01,PEI,Other,Pickup trucks,0,2024,1
2024-01-01,PEI,Other,Multi-purpose vehicles,0,2024,1
2024-01-01,PEI,Other,Vans,0,2024,1
2024-01-01,NB,All fuel types,"Total, vehicle type",8512,2024,1
2024-01-01,NB,All fuel types,Passenger cars,977,2024,1
2024-01-01,NB,All fuel types,Pickup trucks,1867,2024,1
2024-01-01,NB,All fuel types,Multi-purpose vehicles,5430,2024,1
2024-01-01,NB,All fuel types,Vans,238,2024,1
2024-01-01,NB,Gas,"Total, vehicle type",7056,2024,1
2024-01-01,NB,Gas,Passenger cars,822,2024,1
2024-01-01,NB,Gas,Pickup trucks,1486,2024,1
2024-01-01,NB,Gas,Multi-purpose vehicles,4550,2024,1
2024-01-01,NB,Gas,Vans,198,2024,1
2024-01-01,NB,Diesel,"Total, vehicle type",332,2024,1
2024-01-01,NB,Diesel,Passenger cars,0,2024,1
2024-01-01,NB,Diesel,Pickup trucks,318,2024,1
2024-01-01,NB,Diesel,Multi-purpose vehicles,10,2024,1
2024-01-01,NB,Diesel,Vans,4,2024,1
2024-01-01,NB,All zero-emission vehicles,"Total, vehicle type",468,2024,1
2024-01-01,NB,All zero-emission vehicles,Passenger cars,48,2024,1
2024-01-01,NB,All zero-emission vehicles,Pickup trucks,12,2024,1
2024-01-01,NB,All zero-emission vehicles,Multi-purpose vehicles,401,2024,1
2024-01-01,NB,All zero-emission vehicles,Vans,7,2024,1
2024-01-01,NB,Electric,"Total, vehicle type",251,2024,1
2024-01-01,NB,Electric,Passenger cars,30,2024,1
2024-01-01,NB,Electric,Pickup trucks,12,2024,1
2024-01-01,NB,Electric,Multi-purpose vehicles,204,2024,1
2024-01-01,NB,Electric,Vans,5,2024,1
2024-01-01,NB,Hybrid Electric,"Total, vehicle type",217,2024,1
2024-01-01,NB,Hybrid Electric,Passenger cars,18,2024,1
2024-01-01,NB,Hybrid Electric,Pickup trucks,0,2024,1
2024-01-01,NB,Hybrid Electric,Multi-purpose vehicles,197,2024,1
2024-01-01,NB,Hybrid Electric,Vans,2,2024,1
2024-01-01,NB,Hybrid Electric,"Total, vehicle type",656,2024,1
2024-01-01,NB,Hybrid Electric,Passenger cars,107,2024,1
2024-01-01,NB,Hybrid Electric,Pickup trucks,51,2024,1
2024-01-01,NB,Hybrid Electric,Multi-purpose vehicles,469,2024,1
2024-01-01,NB,Hybrid Electric,Vans,29,2024,1
2024-01-01,NB,Other,"Total, vehicle type",0,2024,1
2024-01-01,NB,Other,Passenger cars,0,2024,1
2024-01-01,NB,Other,Pickup trucks,0,2024,1
2024-01-01,NB,Other,Multi-purpose vehicles,0,2024,1
2024-01-01,NB,Other,Vans,0,2024,1
2024-01-01,QUE,All fuel types,"Total, vehicle type",100547,2024,1
2024-01-01,QUE,All fuel types,Passenger cars,14326,2024,1
2024-01-01,QUE,All fuel types,Pickup trucks,13984,2024,1
2024-01-01,QUE,All fuel types,Multi-purpose vehicles,69155,2024,1
2024-01-01,QUE,All fuel types,Vans,3082,2024,1
2024-01-01,QUE,Gas,"Total, vehicle type",68085,2024,1
2024-01-01,QUE,Gas,Passenger cars,9919,2024,1
2024-01-01,QUE,Gas,Pickup trucks,9977,2024,1
2024-01-01,QUE,Gas,Multi-purpose vehicles,46042,2024,1
2024-01-01,QUE,Gas,Vans,2147,2024,1
2024-01-01,QUE,Diesel,"Total, vehicle type",3429,2024,1
2024-01-01,QUE,Diesel,Passenger cars,0,2024,1
2024-01-01,QUE,Diesel,Pickup trucks,3001,2024,1
2024-01-01,QUE,Diesel,Multi-purpose vehicles,169,2024,1
2024-01-01,QUE,Diesel,Vans,259,2024,1
2024-01-01,QUE,All zero-emission vehicles,"Total, vehicle type",23476,2024,1
2024-01-01,QUE,All zero-emission vehicles,Passenger cars,3396,2024,1
2024-01-01,QUE,All zero-emission vehicles,Pickup trucks,547,2024,1
2024-01-01,QUE,All zero-emission vehicles,Multi-purpose vehicles,19343,2024,1
2024-01-01,QUE,All zero-emission vehicles,Vans,190,2024,1
2024-01-01,QUE,Electric,"Total, vehicle type",17833,2024,1
2024-01-01,QUE,Electric,Passenger cars,2629,2024,1
2024-01-01,QUE,Electric,Pickup trucks,547,2024,1
2024-01-01,QUE,Electric,Multi-purpose vehicles,14542,2024,1
2024-01-01,QUE,Electric,Vans,115,2024,1
2024-01-01,QUE,Hybrid Electric,"Total, vehicle type",5643,2024,1
2024-01-01,QUE,Hybrid Electric,Passenger cars,767,2024,1
2024-01-01,QUE,Hybrid Electric,Pickup trucks,0,2024,1
2024-01-01,QUE,Hybrid Electric,Multi-purpose vehicles,4801,2024,1
2024-01-01,QUE,Hybrid Electric,Vans,75,2024,1
2024-01-01,QUE,Hybrid Electric,"Total, vehicle type",5557,2024,1
2024-01-01,QUE,Hybrid Electric,Passenger cars,1011,2024,1
2024-01-01,QUE,Hybrid Electric,Pickup trucks,459,2024,1
2024-01-01,QUE,Hybrid Electric,Multi-purpose vehicles,3601,2024,1
2024-01-01,QUE,Hybrid Electric,Vans,486,2024,1
2024-01-01,QUE,Other,"Total, vehicle type",0,2024,1
2024-01-01,QUE,Other,Passenger cars,0,2024,1
2024-01-01,QUE,Other,Pickup trucks,0,2024,1
2024-01-01,QUE,Other,Multi-purpose vehicles,0,2024,1
2024-01-01,QUE,Other,Vans,0,2024,1
2024-01-01,ON,All fuel types,"Total, vehicle type",163029,2024,1
2024-01-01,ON,All fuel types,Passenger cars,25187,2024,1
2024-01-01,ON,All fuel types,Pickup trucks,27618,2024,1
2024-01-01,ON,All fuel types,Multi-purpose vehicles,103973,2024,1
2024-01-01,ON,All fuel types,Vans,6251,2024,1
2024-01-01,ON,Gas,"Total, vehicle type",129954,2024,1
2024-01-01,ON,Gas,Passenger cars,20943,2024,1
2024-01-01,ON,Gas,Pickup trucks,21366,2024,1
2024-01-01,ON,Gas,Multi-purpose vehicles,83112,2024,1
2024-01-01,ON,Gas,Vans,4533,2024,1
2024-01-01,ON,Diesel,"Total, vehicle type",5449,2024,1
2024-01-01,ON,Diesel,Passenger cars,0,2024,1
2024-01-01,ON,Diesel,Pickup trucks,4468,2024,1
2024-01-01,ON,Diesel,Multi-purpose vehicles,505,2024,1
2024-01-01,ON,Diesel,Vans,476,2024,1
2024-01-01,ON,All zero-emission vehicles,"Total, vehicle type",11026,2024,1
2024-01-01,ON,All zero-emission vehicles,Passenger cars,1984,2024,1
2024-01-01,ON,All zero-emission vehicles,Pickup trucks,469,2024,1
2024-01-01,ON,All zero-emission vehicles,Multi-purpose vehicles,8453,2024,1
2024-01-01,ON,All zero-emission vehicles,Vans,120,2024,1
2024-01-01,ON,Electric,"Total, vehicle type",8144,2024,1
2024-01-01,ON,Electric,Passenger cars,1596,2024,1
2024-01-01,ON,Electric,Pickup trucks,469,2024,1
2024-01-01,ON,Electric,Multi-purpose vehicles,6030,2024,1
2024-01-01,ON,Electric,Vans,49,2024,1
2024-01-01,ON,Hybrid Electric,"Total, vehicle type",2882,2024,1
2024-01-01,ON,Hybrid Electric,Passenger cars,388,2024,1
2024-01-01,ON,Hybrid Electric,Pickup trucks,0,2024,1
2024-01-01,ON,Hybrid Electric,Multi-purpose vehicles,2423,2024,1
2024-01-01,ON,Hybrid Electric,Vans,71,2024,1
2024-01-01,ON,Hybrid Electric,"Total, vehicle type",16600,2024,1
2024-01-01,ON,Hybrid Electric,Passenger cars,2260,2024,1
2024-01-01,ON,Hybrid Electric,Pickup trucks,1315,2024,1
2024-01-01,ON,Hybrid Electric,Multi-purpose vehicles,11903,2024,1
2024-01-01,ON,Hybrid Electric,Vans,1122,2024,1
2024-01-01,ON,Other,"Total, vehicle type",0,2024,1
2024-01-01,ON,Other,Passenger cars,0,2024,1
2024-01-01,ON,Other,Pickup trucks,0,2024,1
2024-01-01,ON,Other,Multi-purpose vehicles,0,2024,1
2024-01-01,ON,Other,Vans,0,2024,1
2024-01-01,MB,All fuel types,"Total, vehicle type",13287,2024,1
2024-01-01,MB,All fuel types,Passenger cars,1457,2024,1
2024-01-01,MB,All fuel types,Pickup trucks,3262,2024,1
2024-01-01,MB,All fuel types,Multi-purpose vehicles,8259,2024,1
2024-01-01,MB,All fuel types,Vans,309,2024,1
2024-01-01,MB,Gas,"Total, vehicle type",11155,2024,1
2024-01-01,MB,Gas,Passenger cars,1276,2024,1
2024-01-01,MB,Gas,Pickup trucks,2652,2024,1
2024-01-01,MB,Gas,Multi-purpose vehicles,6993,2024,1
2024-01-01,MB,Gas,Vans,234,2024,1
2024-01-01,MB,Diesel,"Total, vehicle type",549,2024,1
2024-01-01,MB,Diesel,Passenger cars,0,2024,1
2024-01-01,MB,Diesel,Pickup trucks,499,2024,1
2024-01-01,MB,Diesel,Multi-purpose vehicles,41,2024,1
2024-01-01,MB,Diesel,Vans,9,2024,1
2024-01-01,MB,All zero-emission vehicles,"Total, vehicle type",460,2024,1
2024-01-01,MB,All zero-emission vehicles,Passenger cars,60,2024,1
2024-01-01,MB,All zero-emission vehicles,Pickup trucks,40,2024,1
2024-01-01,MB,All zero-emission vehicles,Multi-purpose vehicles,353,2024,1
2024-01-01,MB,All zero-emission vehicles,Vans,7,2024,1
2024-01-01,MB,Electric,"Total, vehicle type",248,2024,1
2024-01-01,MB,Electric,Passenger cars,39,2024,1
2024-01-01,MB,Electric,Pickup trucks,40,2024,1
2024-01-01,MB,Electric,Multi-purpose vehicles,164,2024,1
2024-01-01,MB,Electric,Vans,5,2024,1
2024-01-01,MB,Hybrid Electric,"Total, vehicle type",212,2024,1
2024-01-01,MB,Hybrid Electric,Passenger cars,21,2024,1
2024-01-01,MB,Hybrid Electric,Pickup trucks,0,2024,1
2024-01-01,MB,Hybrid Electric,Multi-purpose vehicles,189,2024,1
2024-01-01,MB,Hybrid Electric,Vans,2,2024,1
2024-01-01,MB,Hybrid Electric,"Total, vehicle type",1123,2024,1
2024-01-01,MB,Hybrid Electric,Passenger cars,121,2024,1
2024-01-01,MB,Hybrid Electric,Pickup trucks,71,2024,1
2024-01-01,MB,Hybrid Electric,Multi-purpose vehicles,872,2024,1
2024-01-01,MB,Hybrid Electric,Vans,59,2024,1
2024-01-01,MB,Other,"Total, vehicle type",0,2024,1
2024-01-01,MB,Other,Passenger cars,0,2024,1
2024-01-01,MB,Other,Pickup trucks,0,2024,1
2024-01-01,MB,Other,Multi-purpose vehicles,0,2024,1
2024-01-01,MB,Other,Vans,0,2024,1
2024-01-01,SAS,All fuel types,"Total, vehicle type",12026,2024,1
2024-01-01,SAS,All fuel types,Passenger cars,851,2024,1
2024-01-01,SAS,All fuel types,Pickup trucks,4323,2024,1
2024-01-01,SAS,All fuel types,Multi-purpose vehicles,6576,2024,1
2024-01-01,SAS,All fuel types,Vans,276,2024,1
2024-01-01,SAS,Gas,"Total, vehicle type",9952,2024,1
2024-01-01,SAS,Gas,Passenger cars,777,2024,1
2024-01-01,SAS,Gas,Pickup trucks,3188,2024,1
2024-01-01,SAS,Gas,Multi-purpose vehicles,5775,2024,1
2024-01-01,SAS,Gas,Vans,212,2024,1
2024-01-01,SAS,Diesel,"Total, vehicle type",1155,2024,1
2024-01-01,SAS,Diesel,Passenger cars,0,2024,1
2024-01-01,SAS,Diesel,Pickup trucks,1033,2024,1
2024-01-01,SAS,Diesel,Multi-purpose vehicles,116,2024,1
2024-01-01,SAS,Diesel,Vans,6,2024,1
2024-01-01,SAS,All zero-emission vehicles,"Total, vehicle type",265,2024,1
2024-01-01,SAS,All zero-emission vehicles,Passenger cars,31,2024,1
2024-01-01,SAS,All zero-emission vehicles,Pickup trucks,19,2024,1
2024-01-01,SAS,All zero-emission vehicles,Multi-purpose vehicles,213,2024,1
2024-01-01,SAS,All zero-emission vehicles,Vans,2,2024,1
2024-01-01,SAS,Electric,"Total, vehicle type",131,2024,1
2024-01-01,SAS,Electric,Passenger cars,23,2024,1
2024-01-01,SAS,Electric,Pickup trucks,19,2024,1
2024-01-01,SAS,Electric,Multi-purpose vehicles,89,2024,1
2024-01-01,SAS,Electric,Vans,0,2024,1
2024-01-01,SAS,Hybrid Electric,"Total, vehicle type",134,2024,1
2024-01-01,SAS,Hybrid Electric,Passenger cars,8,2024,1
2024-01-01,SAS,Hybrid Electric,Pickup trucks,0,2024,1
2024-01-01,SAS,Hybrid Electric,Multi-purpose vehicles,124,2024,1
2024-01-01,SAS,Hybrid Electric,Vans,2,2024,1
2024-01-01,SAS,Hybrid Electric,"Total, vehicle type",654,2024,1
2024-01-01,SAS,Hybrid Electric,Passenger cars,43,2024,1
2024-01-01,SAS,Hybrid Electric,Pickup trucks,83,2024,1
2024-01-01,SAS,Hybrid Electric,Multi-purpose vehicles,472,2024,1
2024-01-01,SAS,Hybrid Electric,Vans,56,2024,1
2024-01-01,SAS,Other,"Total, vehicle type",0,2024,1
2024-01-01,SAS,Other,Passenger cars,0,2024,1
2024-01-01,SAS,Other,Pickup trucks,0,2024,1
2024-01-01,SAS,Other,Multi-purpose vehicles,0,2024,1
2024-01-01,SAS,Other,Vans,0,2024,1
2024-01-01,BC,All fuel types,"Total, vehicle type",49963,2024,1
2024-01-01,BC,All fuel types,Passenger cars,7334,2024,1
2024-01-01,BC,All fuel types,Pickup trucks,8725,2024,1
2024-01-01,BC,All fuel types,Multi-purpose vehicles,32068,2024,1
2024-01-01,BC,All fuel types,Vans,1836,2024,1
2024-01-01,BC,Gas,"Total, vehicle type",32262,2024,1
2024-01-01,BC,Gas,Passenger cars,4897,2024,1
2024-01-01,BC,Gas,Pickup trucks,5883,2024,1
2024-01-01,BC,Gas,Multi-purpose vehicles,20242,2024,1
2024-01-01,BC,Gas,Vans,1240,2024,1
2024-01-01,BC,Diesel,"Total, vehicle type",2301,2024,1
2024-01-01,BC,Diesel,Passenger cars,0,2024,1
2024-01-01,BC,Diesel,Pickup trucks,2008,2024,1
2024-01-01,BC,Diesel,Multi-purpose vehicles,131,2024,1
2024-01-01,BC,Diesel,Vans,162,2024,1
2024-01-01,BC,All zero-emission vehicles,"Total, vehicle type",10135,2024,1
2024-01-01,BC,All zero-emission vehicles,Passenger cars,1492,2024,1
2024-01-01,BC,All zero-emission vehicles,Pickup trucks,373,2024,1
2024-01-01,BC,All zero-emission vehicles,Multi-purpose vehicles,8168,2024,1
2024-01-01,BC,All zero-emission vehicles,Vans,102,2024,1
2024-01-01,BC,Electric,"Total, vehicle type",7633,2024,1
2024-01-01,BC,Electric,Passenger cars,1125,2024,1
2024-01-01,BC,Electric,Pickup trucks,373,2024,1
2024-01-01,BC,Electric,Multi-purpose vehicles,6059,2024,1
